"","taxon","lfc_(Intercept)","lfc_age","lfc_sexM","lfc_bmi","se_(Intercept)","se_age","se_sexM","se_bmi","W_(Intercept)","W_age","W_sexM","W_bmi","p_(Intercept)","p_age","p_sexM","p_bmi","q_(Intercept)","q_age","q_sexM","q_bmi","diff_(Intercept)","diff_age","diff_sexM","diff_bmi"
"503","Clostridium cadaveris",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"504","[Clostridium] clostridioforme",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"505","Coriobacteriaceae bacterium 68-1-3",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"506","Clostridium kluyveri",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"507","[Clostridium] leptum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"508","Clostridioides mangenotii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"509","Clostridium sp. KNHs214",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"510","Hungatella hathewayi",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"511","Turicibacter sanguinis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"512","Erysipelatoclostridium ramosum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"513","Luteimonas sp. FCS-9",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"514","Sanguibacteroides justesenii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"515","[Clostridium] sporosphaeroides",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"516","Kiloniella litopenaei",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"517","Ruthenibacterium lactatiformans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"518","Streptococcus entericus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"519","Eubacterium pyruvativorans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"520","Erwinia iniecta",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"521","Clostridium baratii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"522","Fermentimonas caenicola",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"523","Anaeroglobus geminatus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"524","Corynebacterium riegelii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"525","Corynebacterium imitans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"526","Akkermansia sp. KLE1797",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"527","Akkermansia sp. KLE1798",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"528","[Propionibacterium] namnetense",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"529","Lactobacillus acidophilus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"530","Treponema denticola",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"531","Lactobacillus brevis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"532","Treponema endosymbiont of Eucomonympha sp.",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"533","Hafnia sp. HMSC23F03",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"534","Lactobacillus sp. HMSC24D01",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"535","Actinomyces sp. HMSC06A08",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"536","Actinomyces sp. HMSC08A01",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"537","Lactobacillus casei",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"538","Weissella confusa",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"539","Lactobacillus delbrueckii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"540","Beduini massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"541","Lactobacillus helveticus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"542","Bifidobacterium scardovii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"543","Cedecea neteri",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"544","Moellerella wisconsensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"545","Coriobacteriales bacterium DNF00809",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"546","Yokenella regensburgei",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"547","Lactobacillus plantarum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"548","Actinobacteria bacterium OK074",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"549","Paraburkholderia sacchari",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"550","Lactobacillus gasseri",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"551","Lactobacillus paracasei",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"552","Lactobacillus sakei",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"553","Lactobacillus acetotolerans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"554","Prevotella sp. P4-76",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"555","Corynebacterium casei",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"556","[Clostridium] lactatifermentans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"557","Enterococcus gilvus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"558","Lactobacillus animalis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"559","Lactobacillus aviarius",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"560","Methanobrevibacter sp. YE315",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"561","Lactobacillus fermentum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"562","Bacteroidetes bacterium OLB8",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"563","Corynebacterium kroppenstedtii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"564","Corynebacterium lipophiloflavum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"565","Corynebacterium camporealensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"566","Corynebacterium singulare",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"567","Anaerobium acetethylicum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"568","Treponema phagedenis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"569","Lactobacillus ruminis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"570","Lactobacillus salivarius",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"571","Lactobacillus sanfranciscensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"572","Lactobacillus sharpeae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"573","Lascolabacillus massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"574","bacteria symbiont BFo1 of Frankliniella occidentalis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"575","Kandleria vitulina",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"576","Dermabacter vaginalis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"577","Drancourtella massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"578","Lactobacillus vaginalis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"579","Clostridium sp. K4410.MGS-306",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"580","Heliobacterium sp. N15.MGS-306",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"581","Acinetobacter sp. N54.MGS-139",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"582","Rhodospirillum sp. UNK.MGS-17",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"583","Akkermansia sp. UNK.MGS-1",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"584","Listeria monocytogenes",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"585","Chania multitudinisentens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"586","Enterococcus massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"587","Petrimonas mucosa",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"588","Proteiniphilum saccharofermentans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"589","Thauera aminoaromatica",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"590","Mucilaginibacter sp. L294",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"591","Clostridium phoceensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"592","Desnuesiella massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"593","Fournierella massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"594","Prevotella copri",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"595","Sellimonas intestinalis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"596","Actinobaculum suis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"597","Dysgonomonas sp. BGC7",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"598","Dysgonomonas sp. HGC4",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"599","Candidatus Stoquefichus sp. SB1",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"600","Actinomyces israelii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"601","Actinomyces odontolyticus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"602","Trueperella pyogenes",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"603","Roseburia intestinalis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"604","Allofustis seminis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"605","Treponema succinifaciens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"606","Clostridiales bacterium DTU089",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"607","Anaeromassilibacillus senegalensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"608","Intestinimonas massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"609","Actinomyces ihumii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"610","Neofamilia massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"611","Clostridiales bacterium SIT11",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"612","Bacteroidales bacterium Bact_23",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"613","Clostridiales bacterium Firm_03",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"614","Clostridiales bacterium Firm_16",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"615","Spirochaetales bacterium Spiro_07",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"616","Fibrobacterales bacterium Fibro_02",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"617","Synergistales bacterium Syner_02",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"618","Clostridiales bacterium DTU035",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"619","Prevotella sp. 109",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"620","Streptococcus sp. X13SY08",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"621","Lentimicrobium saccharophilum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"622","Akkermansia glycaniphila",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"623","Bifidobacterium adolescentis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"624","Bifidobacterium bifidum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"625","Klebsiella sp. RIT-PI-d",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"626","Bifidobacterium angulatum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"627","Marvinbryantia formatexigens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"628","Bifidobacterium asteroides",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"629","Bifidobacterium breve",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"630","Kallipyga gabonensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"631","Gabonia massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"632","Bifidobacterium coryneforme",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"633","Bifidobacterium cuniculi",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"634","Bifidobacterium dentium",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"635","Actinomyces urinae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"636","Lagierella massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"637","Bifidobacterium magnum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"638","Corynebacterium aurimucosum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"639","Bifidobacterium minimum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
